0.179458,0.177725,0.180907,0.177745,0.179737,0.181016,0.179738,0.178731,0.180508,0.180038,0.183495,0.180345,0.181512,0.181085,0.179448,0.179072,0.178443,0.182028,0.177996,0.174876,0.178289,0.17874,0.176056,0.179768,0.17807

0.179654,0.179346,0.178457,0.179545,0.181219,0.180355,0.178331,0.182197,0.181125,0.179075,0.180886,0.181854,0.179761,0.179165,0.181745,0.177316,0.179442,0.178831,0.179807,0.182684,0.179659,0.178949,0.179111,0.178587,0.176809

0.177902,0.18111,0.181662,0.177296,0.177931,0.182498,0.179963,0.179386,0.182226,0.176095,0.180698,0.179652,0.180604,0.177526,0.181684,0.180679,0.177098,0.179472,0.181368,0.179284,0.178926,0.177794,0.179435,0.177699,0.181018

0.179529,0.17985,0.179557,0.179711,0.181729,0.179394,0.182063,0.181658,0.180487,0.179916,0.179783,0.179905,0.176349,0.181457,0.179271,0.181348,0.181458,0.178344,0.179754,0.18328,0.179459,0.181071,0.174545,0.182095,0.179202

0.178789,0.178937,0.178635,0.182558,0.181322,0.18056,0.177447,0.180686,0.180669,0.179431,0.178015,0.1779,0.178412,0.181326,0.178989,0.18184,0.179035,0.179071,0.17887,0.179185,0.181829,0.180661,0.180931,0.182053,0.176703

0.181289,0.179803,0.17783,0.182655,0.180968,0.179961,0.179411,0.176324,0.180713,0.184116,0.181115,0.176169,0.177808,0.175844,0.177861,0.179398,0.179199,0.181787,0.181304,0.183341,0.178779,0.177749,0.18026,0.180235,0.175859

0.1794,0.181833,0.182499,0.178967,0.181575,0.18114,0.180121,0.180403,0.179692,0.179283,0.177036,0.180087,0.182275,0.181252,0.178189,0.177125,0.178512,0.179119,0.178786,0.178186,0.183714,0.175195,0.180134,0.179199,0.176431

0.181173,0.179658,0.178795,0.180137,0.182707,0.179345,0.179275,0.177974,0.180197,0.178788,0.176844,0.180117,0.180349,0.183238,0.178641,0.180095,0.177094,0.179203,0.17742,0.181283,0.180572,0.178321,0.18114,0.181036,0.181145

0.179463,0.179761,0.180842,0.177553,0.177332,0.178545,0.179119,0.179129,0.180403,0.179939,0.179408,0.179745,0.179496,0.179768,0.178338,0.179736,0.178382,0.180636,0.179191,0.178216,0.181116,0.176439,0.181113,0.181533,0.17935

0.18071,0.176843,0.179187,0.176664,0.178553,0.179937,0.176995,0.180428,0.180968,0.178299,0.175663,0.177807,0.180661,0.176741,0.181718,0.181955,0.179743,0.181693,0.177069,0.176949,0.179866,0.180143,0.17875,0.178385,0.177146

0.179357,0.176867,0.179826,0.178916,0.180451,0.17607,0.180445,0.179519,0.180741,0.180021,0.18021,0.181986,0.178404,0.179184,0.181832,0.181572,0.178696,0.177715,0.178998,0.1788,0.178989,0.179802,0.17946,0.179812,0.179454

0.181042,0.180316,0.181758,0.177442,0.179805,0.181566,0.184147,0.180711,0.183221,0.181091,0.182995,0.179881,0.174422,0.17972,0.178767,0.183538,0.181478,0.17954,0.182475,0.179447,0.183134,0.17785,0.181399,0.180122,0.17647

